og_representation,mapping,confusion,count
कस्तूरी,Kasturi,,332
नरेन्‍द्र,Narendra,,332
मधू,Madhu,,332
आदित्य,Aditya,,331
खॉन,Khon,y,330
पी०एन०बी०,,y,330
कुमर,Kumar,,330
खुशबू,Khushboo,,330
मुहम्मद,Muhammad,,330
जावेद,Javed,,327
रज्जो,Rajjo,,327
वाजपेयी,Vajpeyi,,327
कलुआ,Kaluaa,y,326
देवकी,Devki,,326
मोनू,Monu,,326
रामशंकर,Ram shankar,,326
राजेश्वरी,Rajeshvari,,325
छत्रपाल,Chatrapal,,324
रफीक,Rafik,,324
आसिफ,Aasif,,323
माताप्रसाद,Mata prasad,,323
रजत,Rajat,,323
सुरेन्‍द्र,Surendra,,323
शबनम,Shabnam,,322
श्‍याम,Shyam,,322
श्यामसुन्दर,Shyam sundar,,322
मिश्र,Mishra,,321
यशोदा,Yashoda,,321
बनी,Bunny,,320
मोहर,Mohar,,320
कम्पनी,Company,,319
चन्द्रशेखर,Chandra shekhar,,319
प्रदेश,Pradesh,,319
शिवदेवी,Shivdevi,,319
लेखराज,Lekhraj,,318
भार्गव,Bhargav,,317
मीनाक्षी,Minakshi,,317
रियल,Real,,316
एकता,Ekta,y,315
नजमा,Najma,,315
राजो,Rajo,,315
रूपेश,Rupesh,,315
गणेश,Ganesh,,314
दिनेशचन्द,Dineshchand,,314
पीयूष,Piyush,,313
रिचा,Richa,,313
वासुदेव,Vasudev,,313
धनीराम,Dhaniram,,312
शकुन्‍तला,Shakuntala,,312
ना०बा०,,y,311
नन्द,Nand,,311
निरोत्तम,Nirottam,,311
सैनी,Saini,,311
क्षमा,Kshama,,310
भोले,Bhole,,310
दामोदर,Damodar,,309
पुत्र,Putra,,309
रितु,Ritu,,309
प्रजापति,Prajapati,,308
एसबीआइ्र,,y,307
उपेन्द्र,Upendra,,307
आहूजा,Aahuja,y,306
उपाध्‍याय,Upadhyay,,306
मानिक,Manik,,306
मायाराम,Mayaram,,305
रामदुलारी,Ram dulari,,305
सोहन,Sohan,,305
अवतार,Avtar,,304
कामर्स,Commerce,,304
हाशमी,Hashmi,,304
सोमवती,Somvati,,303
माला,Mala,,302
उत्तर,Uttar,,301
कीर्ति,Kirti,,301
दयाराम,Dayaram,,301
रामचरन,Ram charan,,301
रामप्रताप,Ram pratap,,300
कृष्‍णा,Krishna,,299
जगन्नाथ,Jagannath,,299
ज्ञानेन्द्र,Gyanendra,y,298
जानकी,Janki,,296
डालचन्द,Dalchand,,296
वकील,Vakil,,296
मानवेन्द्र,Manvendra,,295
रामदत्त,Ram datt,,295
जाकिर,Jakir,,294
फतेह,Fateh,,294
सत्यभान,Satya bhan,,294
सन्तो,Santo,,294
सन्‍तोष,Santosh,,294
सम्पति,Sampati,,294
कौशिक,Kaushik,,293
दाताराम,Dataram,,293
राममूर्ति,Ram murti,,293
विद्या,Vidya,,293
सुखदेवी,Sukhdevi,,293
भूरीसिंह,Bhuri singh,y,292
देेवी,Devi,,292
सुबोध,Subodh,,292
होतम,Hotam,,292
दलीप,Daleep,,291
होम्स,Homes,,291
सुख,Sukh,,290
कुशलपाल,Kushalpal,,289
दीपिका,Deepika,,289
बजाज,Bajaj,,289
बीरेन्द्र,Birendra,,289
विहारी,Vihari,,289
सूरजमुखी,Surajmukhi,,289
जीतेन्द्र,Jitendra,,288
दूरा,Dura,,288
सरीन,Sareen,,288
चेतन,Chetan,,287
वा,Va,,287
शशांक,Shashank,,287
सचदेवा,Sachdeva,,286
सायरा,Sayra,,286
प्रभात,Prabhat,,285
प्रेमा,Prema,,285
महेन्‍द्र,Mahendra,,284
चन्द्रवीर,Chandraveer,,283
प्रतिभा,Pratibha,,283
राधारानी,Radharani,,283
सुश्री,Sushri,,283
एड,Ad,,281
मुमताज,Mumtaj,,281
गीत,Geet,,280
गुर्जर,Gurjar,,280
शाकिर,Shakir,,280
सुमित्रा,Sumitra,,280
एस०बी०आई,,y,279
नसरीन,Nasreen,,279
मुवीन,Muveen,,279
मेघ,Megh,,279
रिजवान,Rijvan,,279
छोटू,Chotu,,278
खातून,Khatun,,277
धर्मेन्‍द्र,Dharmedra,,277
मुदगल,Mudgal,,277
रिहाना,Rihana,,277
श्यामबाबू,Shyam babu,,277
जे,J,,276
चोब,Chob,,275
दीप,Deep,,275
वसीम,Vaseem,,275
विशन,Vishan,,275
एस०,,y,274
त्‍यागी,Tyagi,,274
हरीसिंह,Hati singh,y,273
बिल्ड,Build,,273
राजा,Raja,,273
हरदेवी,Hardevi,,273
बृजकिशोर,Brij kishor,y,272
खिरवार,Khirveer,,272
सरस्वती,Saraswati,,272
सुभाषचन्द,Subhashchand,,272
रायभा,Raybha,y,271
अनीस,Anis,,271
गिरि,Giri,,271
दयाशंकर,Daya shankar,,271
राधेश्‍याम,Radhe shyam,,271
शिक्षा,Shiksha,,271
डौली,Dauli,,270
प्लानर्स,Planners,,270
लक्ष्मीनरायन,Lakshmi narayan,,270
सरदार,Sardar,,270
अधि०,,y,269
नईम,Naim,y,269
आशाराम,Aasharam,,269
बेग,Bag,,269
लीला,Leela,,269
सुखराम,Sukhram,,269
बन्टू,Bantu,,268
मलखान,Malkhan,,268
मोदी,Modi,,268
लखन,Lakhan,,267
हेमा,Hema,,267
डॉ,Do,y,266
अजब,Ajab,,266
इस्टेट,Estate,,266
शंकरलाल,Shankarlal,,266
जिन्दल,Jindal,,265
शीलादेवी,Sheeladevi,,265
तेजपाल,Tejpal,,264
रामवेटी,Ramveti,,264
शरीफ,Sharif,,263
लवकुश,Lav kush,y,262
फरजाना,Farjana,,262
सतीशचन्द,Satishchand,,262
इन्‍फ्रासिटी,Infra city,,261
खेडिया,Khediya,,261
चौरसिया,Chaursiya,,261
दिगम्बर,Digambar,,261
पार्क,Park,,261
रतनलाल,Ratanlal,,261
रामसनेही,Ram sanehi,,261
अख्तर,Akhtar,,260
इंडिया,India,,260
डेवलपर्स,Developers,,260
नूर,Noor,,260
कान्ती,Kanti,,259
गिरजा,Girja,,259
छीतरिया,Chitariya,,259
धारा,Dhara,,259
रजिया,Rajiya,,259
हरिभान,Haribhan,,259
भटनागर,Bhat nagar,y,258
कंस्ट्रक्शन,Construction,,258
कन्‍स्‍ट्रक्‍शन,Construction,,257
चावला,Chavla,,257
दर्शन,Darshan,,257
बैजनाथ,Baijnath,,257
गिरीशचन्द,Girishchand,,255
शिल्पी,Shilpi,,255
कृते,Krute,,254
दशरथ,Dashrath,,254
द्रोपती,Dropati,,254
बालाजी,Balaji,,254
मीनादेवी,Meenadevi,,253
अरुण,Arun,,252
तोताराम,Totaram,,252
राशिद,Rashid,,252
रामऔतार,Ram avtar,y,251
मूलचन्द,Mulchand,,251
सितारा,Sitara,,251
सुग्रीव,Sugriv,,251
इनफ्रास्ट्रक्चर,Infrastructure,,250
जरीना,Jareena,,250
नत्थो,Nattho,,250
बडौदा,Badoda,,250
कृष्णवीर,Krishna veer,,249
गणपती,Ganpati,,249
डेव्लपमेंट,Development,,249
रामलखन,Ram lakhan,,249
साबिर,Sabir,,248
स्‍टे,Stay,,248
शान्‍ती,Shanti,,247
कुसुमा,Kusuma,,246
घूरेलाल,Ghurelal,,246
बत्रा,Batra,,246
मंडी,Mandi,,246
हरीमोहन,Hari mohan,,246
अफसाना,Afsana,,245
धाकड,Dhakad,,245
रूकसाना,Ruksana,,245
प्रेमचन्द,Premchand,,244
शिवराज,Shivraj,,244
गुड्डू,Guddu,,243
नाबालिग,Nabalig,,243
मोड,Mod,,243
शकीला,Shakeela,,243
शिवनरायन,Shiv narayan,,243
सोना,Sona,,243
हसीना,Haseena,,243
राज्यपाल,Rajyapal,,242
शौकत,Shaukat,,242
ना०,,Y,241
गुड्डीदेवी,Guddidevi,,241
नदीम,Nadim,,241
नैमीचन्द,Naimichand,,241
महेशचंद,Maheshchand,,241
रमेशचंद,Rameshchand,,241
व्यू,View,,240
कोहली,Kohli,,239
सिंधल,Sindhal,,239
सिन्हा,Sinha,,239
सोनपाल,Sonpal,,239
द्धारा,Ddhara,y,238
कॉमर्स,Commerce,,238
रूपवती,Roopvati,,238
चमेली,Chameli,,237
नीतेश,Nitesh,,237
फातिमा,Fatima,,237
विनायक,Vinayak,,237
शिवदत्त,Shiv datt,,237
शीलेन्द्र,Shilendra,,237
सुमनलता,Sumanlata,,237
स्कूल,School,,237
अ्ग्रवाल,Agraval,y,236
गुलशन,Gulshan,,235
दया,Daya,,235
प्रतिमा,Pratima,,235
रेजीडेन्सी,Residency,,235
सरन,Saran,,235
सहगल,Sahgal,,234
डाय०,,y,233
करीब,Karib,,233
मनमोहन,Man mohan,,233
राममोहन,Ram mohan,,233
रेवती,Revti,,233
हरीबाबू,Haribabu,,233
मुख्तारेआम,Mukhtare aam,y,232
लाखनसिंह,Lakhan singh,y,232
मांगेलाल,Mangelal,,232
रामवरन,Ram varan,,232
हिंगोट,Hingot,,232
हेमेन्द्र,Hemendra,,232
कृष्णकान्त,Krishnakant,,231
जयदीप,Jaydeep,,231
तुषार,Tushar,,231
वरूण,Varun,,231
श्रीदेवी,Shree devi,,231
सरवन,Sarvan,,231
दाऊदयाल,Daudayal,y,230
लायक,Layak,,230
विधा,Vidha,,230
हरप्रसाद,Har prasad,,229
अमरनाथ,Amarnath,,228
रामकिशोर,Ram kishor,,228
रोशनलाल,Roshanlal,,228
लज्जावती,Lajjavati,,228
कपूरी,Kapoori,,226
जगमोहन,Jag mohan,,226
जमीला,Jameela,,226
सो,So,,226
कुुमार,Kumar,,225
डोरीलाल,Dorilal,,225
नत्थू,Natthu,,225
बाल,Bal,,225
रामजीत,Ramjeet,,225
चन्दा,Chanda,,224
धर्मपाल,Dharmpal,,224
पनवारी,Panvari,,224
हरीचन्द,Harichand,,224
इं,Im,y,223
दीक्षा,Diksha,,223
रहीस,Rahees,,223
जीवन,Jeevan,,222
नाथूराम,Nathuram,,221
पातीराम,Patiram,,221
हर,Har,,221
कुशमा,Kushma,,220
चन्द्रकला,Chandrakala,,220
तारावती,Taravati,,220
लालाराम,Lalaram,,220
सन्जू,Sanju,,220
आलम,Aalam,,219
गोकुल,Gokul,,219
चमन,Chaman,,219
मेहता,Mehta,,219
वीनेश,Veenesh,,219
सुनीतादेवी,Suneetadevi,,219
सैन,Sain,,219
कृपाल,Krupal,,218
ट्रस्ट,Trust,,218
शोभिक,Shobhik,,218
मां,Man,y,217
इन्दर,Indar,,217
एदल,edal,,217
प्रोप,Prop,,217
अकबर,Akbar,,216
उद्दीन,Uddin,,216
गुलाटी,Gulati,,216
यूबीआई,UBI,,216
रामदेवी,Ramdevi,,216
कुमरपाल,Kumarpal,,215
पुष्पादेवी,Pushpadevi,,215
बिल्‍डर्स,Builders,,215
साहनी,Sahni,,215
हरिविलास,Hari vilas,,215
अजीज,Ajij,,214
अमिता,Amita,,214
चन्द्रकान्ता,Chandrakanta,,214
जीतू,Jeetu,,214
जुपिटर,Jupiter,,214
डायरैक्टर,Director,,214
राधिका,Radhika,,214
सलमान,Salman,,214
चॉद,,y,213
इन्द्रपाल,Indrapal,,213
जया,Jaya,,213
पंचम,Pancham,,213
बाला,Bala,,213
गोवर्धन,Govardhan,,212
नासिर,Nasir,,212
पप्पी,Pappi,,212
परवेज,Parvej,,212
बसंल,Basanl,y,211
मॉ,,y,211
शैल्टर्स,Shelters,y,211
विश्वनाथ,Vishravnath,y,210
मदान,Madan,,210
बसन्ती,Basanti,,209
मुकुल,Mukul,,209
रामसिंह,Ram singh,y,208
अरविन्‍द,Arvind,,208
गोविन्दा,Govinda,,208
माधव,Madhav,,208
मुकेशचन्द,Mukeshchand,,208
राजश्री,Rajshree,,208
लक्ष्मीकान्त,Lakshmikant,,208
विजयसिंह,Vijay singh,y,207
गजराज,Gajraj,,207
भर्तिया,Bhartiya,,207
रामादेवी,Ramadevi,,207
रौतान,Rautan,,207
शहजाद,Shahjad,,207
श्रीकिशन,Shree kishan,,207
गम्भीर,Gambhir,,206
नाबा,Naba,,206
रीमा,Reema,,206
सूरजपाल,Surajpal,,206
दिव्या,Divya,,205
चि०,,y,204
पिप्पल,Pippal,,204
बौबी,Baubi,,204
मोहनलाल,Mohanlal,,204
रहीश,Raheesh,,204
वंदना,Vandana,,204
सारिका,Sarika,,204
मेसेर्स,Mesesars,y,203
एंड,And,,203
कामिनी,Kamini,,203
पिता,Pita,,203
फूलन,Fulan,,203
मोहम्‍मद,Mohammad,,203
यादराम,Yadram,,203
रामहेत,Ramhet,,203
मदनलाल,Madanlal,,202
रन्धीर,Randheer,,202
होतीलाल,Hotilal,,202
पाण्डे,Pande,,201
प्रीतम,Preetam,,201
मिथिलेश,Mithilesh,,201
मैनेजर,Manager,,201
रामनरायन,Ram narayan,,201
व्दारा,Vdara,,201
सिडिकैट,,y,200
गौरीशंकर,Gauri shankar,,200
रघुराज,Raghuraj,,200
वार्ष्णेय,Varshney,,200
विष्णू,Vishnu,,200
के०,,y,199
विश्नू,Vishrnu,y,199
इंफ्रा,Infra,,199
कार्तिक,Kartik,,199
पुत्री,Putri,,199
डॉ०,,y,198
पी०,,y,198
पार्टनर्स,Partners,,198
लोधी,Lodhi,,198
अनेक,Anek,,197
मदीना,Madeena,,197
माँ,Ma,,197
शालू,Shalu,,197
बिल्डकॉन,buildcon,y,196
भगवानसिंह,Bhagvan singh,y,196
छाबडा,Chabda,,196
नरगिस,Nargis,,196
पृथ्वी,Pruthvi,,196
भीम,Bheem,,196
लवानियॉ,,y,195
गोमती,Gomti,,195
नवनीत,Navneet,,195
पायल,Payal,,195
शेख,Shekh,,195
इन्द्र,Indra,,194
खिलाडी,Khiladi,,194
भगवानदेवी,Bhagvandevi,,194
मुख्त्यार,Mukhtyar,,194
बिल्‍डटेक,Buildtech,y,193
बॉबी,,y,193
खा,Kha,,193
त्रिवेनी,Triveni,,193
धमेन्द्र,Dhamendra,,193
भानुप्रताप,Bhanu pratap,,193
पूरनसिंह,Poorah singh,y,192
हस्ता०,,Y,192
एडवोकेट,Advocate,,192
बालकिशन,Bal kishan,,192
युगल,Yugal,,192
अपर,Apar,,191
काजल,Kajal,,191
कु,Ku,,191
गिरजेश,Girjesh,,191
जयश्री,Jayshree,,191
ज्योती,Jyoti,,191
दीप्ती,Dipti,,191
